ModulNr.1,ModulNr.2,Modultitel,Studiengang1,Studiengang2,Studiengang3,Studiengang4,Studiengang5,Studiengang6,Studiengang7,Studienart,Hochschule,Sprache,SWS Vorlesung,SWS Ringvorlesung,SWS Übung,SWS Seminar,SWS Übung/Seminar,SWS Tutorium,SWS Praktikum,SWS Exkursion,SWS Projekt,SWS Berufspraktikum,SWS Sprachkurs,SWS eLearning,Summe SWS,Arbeitsaufwand [h] ,Selbststudium [h] ,ECTS,PVL Referat,PVL Labor,PVL Beleg,PVL Teilnahme/Testat,PVL Protokoll,PVL Moderation,PL Klausur,PL mdl Prüfung,PL Referat,PL Präsentation,PL Belegarbeit,PL Seminararbeit,PL Projektarbeit,PL Praktikumsprotokoll,PL Praktikumsbericht,PL Exkursionsbericht,PL Laborarbeit,PL Forschungsplan,PL e-Learning Test,WS,SS,Moduldauer [Semester],Modulverantw,Mail_Kontakt,weitere Dozenten,Bemerkung
FOMF 32,UWMRN 1.2,Naturressourcenmanagement (Biodiversität und Ökosystemfunktionen),FoWi,,,,,,,Master,TUD,Deutsch,4,0,0,4,0,0,0,0,0,0,0,0,8,300,180,10,,,,,,,,,,,,,,,,,,,,,,,Feger,fegerkh@forst.tu-dresden.de,"N.N., Makeschin, Roth",
FOMF 33,,Bodenwasser,FoWi,,,,,,,Master,TUD,Deutsch,2,0,0,2,0,0,0,0,0,0,0,0,4,150,90,5,,,,,,,,,,,,,,,,,,,,,,,Feger,fegerkh@forst.tu-dresden.de,0,
MHSE 01,,Statistics,HydroSciences & Eng,,,,,,,Master,TUD,Englisch,2,0,1,0,0,0,0,0,0,0,0,0,"3,0",150,105,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,1,Petzoldt,thomas.petzoldt@tu-dresden.de,,
MHSE 02,,Climatology and Hydrology,HydroSciences & Eng,,,,,,,Master,TUD,Englisch,4,0,0,0,0,0,0,0,0,0,0,0,"4,0",150,90,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,1,Bernhofer,christian.bernhofer@tu-dresden.de,,
MHSE 03,,Geodesy,HydroSciences & Eng,,,,,,,Master,TUD,Englisch,2,0,1,0,0,0,0,0,0,0,0,0,"3,0",150,105,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,1,Wanninger,lambert.wanninger@tu-dresden.de,,
MHSE 04,,Soils,HydroSciences & Eng,,,,,,,Master,TUD,Englisch,2,0,0,0,0,0,1,0,0,0,0,0,"3,0",150,105,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,1,Kalbitz,karsten.kalbitz@tu-dresden.de,,
MHSE 05,,Hydromechanics,HydroSciences & Eng,,,,,,,Master,TUD,Englisch,2,0,1,0,0,0,0,0,0,0,0,0,"3,0",150,105,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,1,Pohl,Reinhard.Pohl@tu-dresden.de,,
MHSE 06,,Hydraulic Engineering,HydroSciences & Eng,,,,,,,Master,TUD,Englisch,2,0,1,0,0,0,1,0,0,0,0,0,"4,0",150,90,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,1,Stamm,Juergen.Stamm@tu-dresden.de,,
MHSE 07,,Ecology,HydroSciences & Eng,,,,,,,Master,TUD,Englisch,2,0,1,0,0,0,1,0,0,0,0,0,"4,0",150,90,5,0,0,0,0,0,0,0,0,"0,25",0,"0,75",0,0,0,0,0,0,,,1,0,1,Feger,fegerkh@forst.tu-dresden.de,,
MHSE 08,,Hydrochemistry,HydroSciences & Eng,,,,,,,Master,TUD,Englisch,2,0,0,0,0,0,1,0,0,0,0,0,"3,0",150,105,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,1,Worch,Eckhard.Worch@tu-dresden.de,,
MHSE 09,,Study Project IWRM,HydroSciences & Eng,,,,,,,Master,TUD,Englisch,1,0,1,0,0,0,4,0,0,0,0,0,"6,0",300,210,10,0,0,1,0,0,0,1,0,"0,5",0,0,0,"0,5",0,0,0,0,,,0,1,1,Studiendekan,grundwasser@mailbox.tu-dresden.de,,
MWW 16,,Intergriertes Wasserressourcenmanagement (IWRM),HydroSciences & Eng,,,,,,,Master,TUD,Englisch,3,0,0,0,0,0,1,0,0,0,0,0,"4,0",150,90,5,0,0,0,0,0,0,"0,6",0,0,0,"0,4",0,0,0,0,0,0,,,0,1,1,Krebs,Peter.Krebs@tu-dresden.de,,
MHSE 10,,International Water Issues,HydroSciences & Eng,,,,,,,Master,TUD,Englisch,0,0,0,3,0,0,0,0,0,0,0,0,"3,0",150,105,5,0,0,0,0,0,0,0,0,"0,6",0,0,"0,4",0,0,0,0,0,,,0,1,1,Studiendekan,grundwasser@mailbox.tu-dresden.de,,
MHSE 11,,Circular Economy,HydroSciences & Eng,,,,,,,Master,TUD,Englisch,2,0,1,0,0,0,0,0,0,0,0,0,"3,0",150,105,5,0,0,0,0,0,0,0,0,"0,3",0,"0,7",0,0,0,0,0,0,,,0,1,1,Dornack?,abfall@mail.zih.tu-dresden.de,,Bilitewski
MHSE 12,,Watershed Management I,HydroSciences & Eng,,,,,,,Master,TUD,Englisch,2,0,1,0,0,0,0,0,0,0,0,0,"3,0",150,105,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,1,1,Lennartz,Franz.Lennartz@mailbox.tu-dresden.de,,
MHSE 13,,Urban Water I,HydroSciences & Eng,,,,,,,Master,TUD,Englisch,2,0,2,0,0,0,0,0,0,0,0,0,"4,0",150,90,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,1,1,Krebs,Peter.Krebs@tu-dresden.de,,
MHSE 14,MHYD 14,Flood Risk Management I,HydroSciences & Eng,,,,,,,Master,TUD,Englisch,2,0,2,0,0,0,0,0,0,0,0,0,"4,0",150,90,5,0,0,0,0,0,0,"0,7",0,0,0,"0,3",0,0,0,0,0,0,,,0,1,1,Bernhofer,christian.bernhofer@tu-dresden.de,,
MHSE 15,,Biotechnology,HydroSciences & Eng,,,,,,,Master,TUD,Englisch,4,0,0,0,0,0,0,0,0,0,0,0,"4,0",150,90,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,1,1,Fischer,axel_rene.fischer@tu-dresden.de,,
MHSE 16,,Aquatic Ecology and Ecotoxicology,HydroSciences & Eng,,,,,,,Master,TUD,Englisch,3,0,0,0,0,0,1,0,0,0,0,0,"4,0",150,90,5,0,0,0,0,0,0,"0,3",0,"0,7",0,0,0,0,0,0,0,0,,,0,1,2,Berendonk,thomas.berendonk@tu-dresden.de,,
MHSE 17,,Climate Change,HydroSciences & Eng,,,,,,,Master,TUD,Englisch,2,0,0,2,0,0,0,0,0,0,0,0,"4,0",150,90,5,0,0,0,0,0,0,0,0,"0,6",0,"0,4",0,0,0,0,0,0,,,0,1,1,Bernhofer,christian.bernhofer@tu-dresden.de,,
MHSE 18,,Soil Water,HydroSciences & Eng,,,,,,,Master,TUD,Englisch,2,0,1,0,0,0,1,0,0,0,0,0,"4,0",150,90,5,0,0,0,0,0,0,"0,7",0,0,"0,3",0,0,0,0,0,0,0,,,1,0,1,Feger,fegerkh@forst.tu-dresden.de,,
MHSE 19,,Ground Water,HydroSciences & Eng,,,,,,,Master,TUD,Englisch,2,0,1,0,0,0,1,0,0,0,0,0,"4,0",150,90,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,1,Liedl,grundwasser@mailbox.tu-dresden.de,,
MHSE 20,,Hydrodynamics,HydroSciences & Eng,,,,,,,Master,TUD,Englisch,1,0,1,0,0,0,1,0,0,0,0,0,"3,0",150,105,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,0,1,Pohl,Reinhard.Pohl@tu-dresden.de,,
MHSE 21,,Watershed Management II,HydroSciences & Eng,,,,,,,Master,TUD,Englisch,1,0,0,0,0,0,2,0,0,0,0,0,"3,0",150,105,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,0,1,Stamm,Juergen.Stamm@tu-dresden.de,,
MHSE 22,,Urban Water II,HydroSciences & Eng,,,,,,,Master,TUD,Englisch,2,0,1,1,0,0,0,"0,5",0,0,0,0,"4,5",150,"82,5",5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,1,Krebs,Peter.Krebs@tu-dresden.de,,
MHSE 23,MHYD 15,Flood Risk Management II,HydroSciences & Eng,,,,,,,Master,TUD,Englisch,2,0,6,0,0,0,0,0,0,0,0,0,"8,0",300,180,10,0,0,0,0,0,0,"0,5",0,0,0,"0,5",0,0,0,0,0,0,,,1,0,1,Schanze,jochen.schanze@tu-dresden.de,,
MHSE 24,,Water Quality and Water Treatment,HydroSciences & Eng,,,,,,,Master,TUD,Englisch,2,0,0,0,0,0,2,0,0,0,0,0,"4,0",150,90,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,1,Worch,Eckhard.Worch@tu-dresden.de,,
MHSE 25,,Drinking Water Supply,HydroSciences & Eng,,,,,,,Master,TUD,Englisch,3,0,1,0,0,0,0,"0,5",0,0,0,0,"4,5",150,"82,5",5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,1,Uhl,Wolfgang.Uhl@tu-dresden.de,,
MHYD02,,Klimatologie,Hydrologie,,,,,,,Master,TUD,Deutsch/Englisch,5,0,1,0,0,0,0,0,0,0,0,0,"6,0",300,210,10,0,0,0,0,0,0,"0,9",0,0,0,"0,1",0,0,0,0,0,0,,,1,1,2,Bernhofer,christian.bernhofer@tu-dresden.de,0,
MHYD03,,Hydrologische Modelle,Hydrologie,Hydrobiologie,,,,,,Master,TUD,Deutsch,2,0,2,0,0,0,0,0,0,0,0,0,"4,0",150,90,5,0,0,0,0,0,0,"0,7",0,0,0,"0,3",0,0,0,0,0,0,,,1,0,1,Schütze,,0,
MHYD05,,Einzugsgebietsmodellierung,Hydrologie,Hydrobiologie,,,,,,Master,TUD,Deutsch,2,0,2,0,0,0,0,0,0,0,0,0,"4,0",150,90,5,0,0,0,0,0,0,0,"0,3",0,0,"0,7",0,0,0,0,0,0,,,1,0,1,Lennartz,Franz.Lennartz@mailbox.tu-dresden.de,0,
MHYD07,,Bodenwasserhaushalt,Hydrologie,Hydrobiologie,Wasserwirtschaft,,,,,Master,TUD,Deutsch,2,0,2,0,0,0,0,0,0,0,0,0,"4,0",150,90,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,1,1,Lennartz,Franz.Lennartz@mailbox.tu-dresden.de,0,
MHYD10,,Hydromelioration,Hydrologie,Wasserwirtschaft,,,,,,Master,TUD,Deutsch,3,0,1,0,0,0,0,0,0,0,0,0,"4,0",150,90,5,0,0,0,0,0,0,"0,6",0,0,0,"0,4",0,0,0,0,0,0,,,0,1,1,Liedl,,0,
MHYD11,,Vertiefungspraktikum Meteorologie,Hydrologie,,,,,,,Master,TUD,Deutsch,0,0,0,0,0,0,4,0,0,0,0,0,"4,0",150,90,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1,1,Bernhofer,christian.bernhofer@tu-dresden.de,0,
MHYD12,,Spezielle Aspekte der Hydrologie,Hydrologie,,,,,,,Master,TUD,Deutsch,2,0,1,1,0,0,0,0,0,0,0,0,"4,0",150,90,5,0,0,0,0,0,0,0,0,"0,5",0,"0,5",0,0,0,0,0,0,,,0,1,1,Schütze,,0,"gelb: 1 Tag  ~ 0,5 SWS"
MHYD13,,Globale Beobachtungssysteme,Hydrologie,,,,,,,Master,TUD,Deutsch,3,0,0,1,0,0,0,0,0,0,0,0,"4,0",150,90,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1,1,2,Berger,,0,
MHYD14,MHSE 14,Hochwasserrisikomanagement für Hydrologen I,Hydrologie,Wasserwirtschaft,,,,,,Master,TUD,Englisch,2,0,2,0,0,0,0,0,0,0,0,0,"4,0",150,90,5,0,0,0,0,0,0,"0,7",0,0,0,"0,3",0,0,0,0,0,0,,,0,1,1,Bernhofer,christian.bernhofer@tu-dresden.de,"Schanze, Siemens",
MHYD15,MHSE 23,Hochwasserrisikomanagement für Hydrologen II,Hydrologie,,,,,,,Master,TUD,Englisch,2,0,6,0,0,0,0,0,0,0,0,0,"8,0",300,180,10,0,0,0,0,0,0,"0,5",0,0,0,"0,5",0,0,0,0,0,0,,,1,0,1,Schanze,jochen.schanze@tu-dresden.de,"Bernhofer, Siemens",
MHYB01,,Hydrobiologie und Gewässergüte,Hydrobiologie,Hydrologie,,,,,,Master,TUD,Deutsch,2,0,4,1,0,0,0,0,0,0,0,0,"7,0",300,195,10,0,0,0,0,0,0,0,0,"0,5",0,"0,5",0,0,0,0,0,0,,,1,1,2,Berendonk,thomas.berendonk@tu-dresden.de,0,
MHYB02,,Ökologische und molekulare Biodiversität,Hydrobiologie,,,,,,,Master,TUD,Deutsch/Englisch,2,0,6,2,0,0,0,0,0,0,0,0,"10,0",450,300,15,0,0,0,0,0,0,0,0,"0,5",0,"0,5",0,0,0,0,0,0,,,1,1,2,Berendonk,thomas.berendonk@tu-dresden.de,Krenek,
MHYB03,,Ökologische Statistik und Systemanalyse,Hydrobiologie,Hydrologie,,,,,,Master,TUD,Deutsch,5,0,2,0,0,0,0,0,0,0,0,0,"7,0",300,195,10,0,0,0,0,0,0,"0,75",0,"0,25",0,0,0,0,0,0,0,0,,,1,0,1,Petzoldt,thomas.petzoldt@tu-dresden.de,0,
MHYB04,,Ökotoxikologie,Hydrobiologie,Hydrologie,Wasserwirtschaft,,,,,Master,TUD,Deutsch/Englisch,1,0,0,0,0,0,2,0,0,0,0,0,"3,0",150,105,5,0,0,0,0,0,0,"0,75",0,"0,25",0,0,0,0,0,0,0,0,,,1,0,1,Jungmann,,0,
MHYB05,,Fachpraktikum Hydrobiologie und Seminar,Hydrobiologie,,,,,,,Master,TUD,Deutsch/Englisch,0,0,0,4,0,0,0,0,0,0,0,0,"4,0",450,390,15,0,0,0,0,0,0,0,0,"0,3",0,"0,7",0,0,0,0,0,0,,,1,1,2,Berendonk,thomas.berendonk@tu-dresden.de,0,
MHYB06,,Forschungspraktikum Hydrobiologie,Hydrobiologie,,,,,,,Master,TUD,Deutsch/Englisch,0,0,0,1,0,0,6,0,0,0,0,0,"7,0",300,195,10,0,0,0,0,0,0,0,0,"0,5",0,"0,5",0,0,0,0,0,0,,,1,0,1,Berendonk,thomas.berendonk@tu-dresden.de,0,Forschungspraktikum
MHYB08,,Ökologische Modellierung,Hydrobiologie,Hydrologie,Wasserwirtschaft,,,,,Master,TUD,Deutsch/Englisch,2,0,1,0,0,0,0,0,0,0,0,0,"3,0",150,105,5,0,0,0,0,0,0,0,0,"0,5",0,"0,5",0,0,0,0,0,0,,,1,0,1,Borchardt,,0,
MHYB09,,Ökologie und Wasserqualitätsmanagement,Hydrobiologie,Hydrologie,,,,,,Master,TUD,Deutsch,2,0,4,1,0,0,0,0,0,0,0,0,"7,0",300,195,10,0,0,0,0,0,0,0,0,"0,5",0,"0,5",0,0,0,0,0,0,,,1,1,2,Weitere,,"Borchardt, Berendonk",
MHYB10,,Vertiefung Biodiversität,Hydrobiologie,,,,,,,Master,TUD,Deutsch,1,0,2,0,0,0,0,0,0,0,0,0,"3,0",150,105,5,0,0,0,0,0,0,0,0,"0,5",0,"0,5",0,0,0,0,0,0,,,0,1,1,Mehner,,Berendonk,
MHYB11,,Freilandübungen Gewässerökologie,Hydrobiologie,,,,,,,Master,TUD,Deutsch,1,0,3,0,0,0,0,0,0,0,0,0,"4,0",150,90,5,0,0,0,0,0,0,0,0,"0,5",0,"0,5",0,0,0,0,0,0,,,0,1,1,Berendonk,thomas.berendonk@tu-dresden.de,0,
MHYWI01,,Hydrometeorologie und Landschaftsklima,Hydrowissenschaften,Hydrobiologie,Wasserwirtschaft,,,,,Master,TUD,Deutsch,4,0,0,0,0,0,0,0,0,0,0,0,"4,0",150,90,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,1,1,Bernhofer,christian.bernhofer@tu-dresden.de,0,
MHYWI02,,Datenverwaltung und -analyse,Hydrowissenschaften,Abfallwirtschaft und Altlasten,Hydrobiologie,Hydrologie,Wasserwirtschaft,,,Master,TUD,Deutsch,1,0,4,0,0,0,0,0,0,0,0,0,"5,0",150,75,5,0,0,0,0,0,0,"0,6",0,0,0,"0,4",0,0,0,0,0,0,,,1,0,1,Siemens,,0,
MWW16,,Integriertes Wasserressourcenmanagement (IWRM),Hydrowissenschaften,Hydrobiologie,Hydrologie,Wasserwirtschaft,,,,Master,TUD,Deutsch/Englisch,3,0,0,0,0,0,1,0,0,0,0,0,"4,0",150,90,5,0,0,0,0,0,0,"0,6",0,0,0,"0,4",0,0,0,0,0,0,,,0,1,1,Krebs,Peter.Krebs@tu-dresden.de,0,
